"id","review_text","rating","product_release_id","body_intensity","acidity_intensity","sweetness_intensity","finish_intensity","created_at","updated_at"
601,"",2.5,1940,4.0,5.0,2.0,3.0,2019-07-25 12:36:39.291,2019-07-25 12:36:39.291
602,Generally not a natural fan but this is pretty decent. ,4.0,69,3.0,4.0,3.0,3.0,2019-07-25 14:18:34.638,2019-07-25 14:18:34.638
603,"Creamy and super smooth. Body feels thick but the flavour profile is quite delicate. Earl Grey, a bit of grass/herbal notes, quite bite of acid, medium fruit sweetness.",4.0,1697,5.0,2.0,3.0,2.0,2019-07-25 18:19:44.791,2019-07-25 18:19:44.791
604,Hadn’t had a natural Kenyan before. Very pleasant and enjoyable- not the usual flavors you get out of naturals. Much more nuanced flavors and clean. ,4.0,1929,4.0,3.0,5.0,2.0,2019-07-25 21:11:53.208,2019-07-25 21:11:53.208
605,"Great Kenya, very solid. Enough development to not have anything resembling tomato, not baked either. Snappy and fun. ",4.0,1928,3.0,5.0,3.0,3.0,2019-07-25 21:15:42.092,2019-07-25 21:15:42.092
606,"I am not surprised at how much I enjoyed this coffee, superbly clean and balanced natural. Very thankful to have a regular customer drop some of this off for us to try. ",4.5,1772,4.0,4.0,5.0,4.0,2019-07-25 21:20:28.216,2019-07-25 21:31:00.163
607,"Always love TW’s Finca Temana offerings. I’ve had it for several harvests now- it is always one of the easiest drinking bright coffees. deep, plenty of intrigue. Great coffee. ",4.0,1629,3.0,4.0,4.0,3.0,2019-07-25 21:24:45.855,2019-07-25 21:24:45.855
608,"Finally got to visit Sump Nashville- and enjoyed a pour-steady prepared Ethiopia Nano Challa. Really big washed Ethiopia! Very tactile, citrus really does border on olio-saccharin rind, great florals. Was served a high brew strength pour over, which may have exaggerated my perception of the body level- but it sure was there! ",4.0,1861,4.0,5.0,4.0,4.0,2019-07-25 21:30:30.109,2019-07-25 21:30:30.109
609,"",4.0,1620,0.0,0.0,0.0,0.0,2019-07-26 06:03:41.513,2019-07-26 06:05:48.269
610,"",4.0,1777,3.0,3.0,4.0,4.0,2019-07-26 11:26:24.845,2019-07-26 11:26:24.845
611,"",4.5,1936,2.0,3.0,4.0,5.0,2019-07-26 19:42:21.040,2019-07-26 19:42:21.040
612,"",3.5,1930,4.0,3.0,4.0,2.0,2019-07-26 19:44:02.111,2019-07-26 19:44:02.111
613,Sweet and juicy,4.0,751,3.0,3.0,4.0,4.0,2019-07-26 19:46:55.753,2019-07-26 19:46:55.753
614,"",4.5,629,3.0,4.0,4.0,4.0,2019-07-26 19:47:47.646,2019-07-26 19:47:47.646
615,"",4.0,1286,4.0,2.0,4.0,4.0,2019-07-26 19:48:32.711,2019-07-26 19:48:32.711
616,"",3.5,1185,4.0,2.0,3.0,3.0,2019-07-26 19:51:03.702,2019-07-26 19:51:03.702
617,"",4.5,894,2.0,5.0,4.0,3.0,2019-07-26 19:52:17.516,2019-07-26 19:52:17.516
618,"This coffee was nice! Tried this coffee as a Chemex and it came out very clean, with a bright, crisp finish. The berry notes overpowered the slight tomato taste that I found lingered a bit. Overall a good cup!",3.5,1928,3.0,4.0,3.0,2.0,2019-07-26 19:53:23.629,2019-07-26 19:53:23.629
619,"",4.0,1917,2.0,5.0,4.0,3.0,2019-07-26 19:53:55.711,2019-07-26 19:53:55.711
620,"",4.5,1913,4.0,4.0,5.0,3.0,2019-07-26 19:54:35.482,2019-07-26 19:54:35.482
621,"",4.5,238,3.0,3.0,4.0,4.0,2019-07-26 19:55:33.707,2019-07-26 19:55:33.707
622,"",4.0,1928,3.0,4.0,4.0,3.0,2019-07-26 19:56:47.021,2019-07-26 19:56:47.021
623,"",4.0,1786,4.0,2.0,4.0,4.0,2019-07-26 19:57:06.240,2019-07-26 19:57:06.240
624,"Absolutely excellent. If you’re looking for a sweet, fun, acidic coffee, you found it! For some it might border on tomato but I got hit with all strawberry and lime.

Enjoyed as a V60 and was a standout at a cupping.",4.5,1783,3.0,5.0,3.0,3.0,2019-07-27 14:41:53.847,2019-07-27 14:41:53.847
625,"This was an odd experience. It was great as a cold brew! Very delicate and sweet. Maple syrup and a bit of bergamot mostly. Would recommend for that!

However. This coffee did not fair as well in a cupping and as a pour over. It tasted fairly flat and cardboard-y. Which is surprising that it did so well as a cold brew! ",3.0,1987,3.0,2.0,3.0,2.0,2019-07-27 14:46:47.870,2019-07-27 14:46:47.870
626,"Very tea-like! Super easy drinking experience and pretty clean. I find the transition at the tail end to dark chocolate a little sudden and intense but as the coffee cools it becomes more complementary.

Enjoyed as a V60 and in a cupping!",3.5,1988,2.0,2.0,3.0,3.0,2019-07-27 14:50:37.796,2019-07-27 14:50:37.796
627,"Had this coffee at a cupping. Next to the Kercha from Discovery, this unfortunately didn’t hold a candle. It’s still a solid coffee but definitely more of a muted flavour. I re-brewed as a V60 and it showed a bit more promise. I did find a strong bell pepper flavour in the cupping vs. brewing on the V60, which had more of the pleasant chocolate notes.",3.0,1881,3.0,1.0,2.0,2.0,2019-07-27 14:57:39.542,2019-07-27 14:57:39.542
628,"",5.0,583,4.0,5.0,5.0,3.0,2019-07-28 00:52:18.368,2019-07-28 00:52:18.368
629,"",5.0,1910,3.0,4.0,4.0,4.0,2019-07-28 10:30:11.579,2020-05-11 13:11:22.982
630,"",5.0,1324,0.0,0.0,0.0,0.0,2019-07-28 13:03:04.768,2019-07-28 13:03:04.768
631,"",5.0,1323,0.0,0.0,0.0,0.0,2019-07-28 13:03:16.175,2019-07-28 13:03:16.175
632,"",5.0,1322,0.0,0.0,0.0,0.0,2019-07-28 13:03:23.780,2019-07-28 13:03:23.780
633,"",5.0,1320,0.0,0.0,0.0,0.0,2019-07-28 13:03:33.909,2019-07-28 13:03:33.909
634,"",5.0,1134,0.0,0.0,0.0,0.0,2019-07-28 13:03:41.981,2019-07-28 13:03:41.981
635,"",5.0,1133,0.0,0.0,0.0,0.0,2019-07-28 13:03:49.279,2019-07-28 13:03:49.279
636,"",5.0,1132,0.0,0.0,0.0,0.0,2019-07-28 13:03:55.896,2019-07-28 13:03:55.896
637,"",4.0,1912,3.0,3.0,4.0,3.0,2019-07-29 08:29:51.097,2019-07-29 08:29:51.097
638,"",4.5,1913,3.0,4.0,3.0,3.0,2019-07-29 08:31:10.969,2019-07-29 08:31:10.969
639,Very special one,5.0,1757,4.0,4.0,3.0,0.0,2019-07-29 08:34:17.338,2019-07-29 08:34:17.338
640,"",3.0,794,2.0,3.0,3.0,4.0,2019-07-29 13:01:03.277,2019-07-29 13:01:03.277
641,"Loved this coffee! I found it was comforting and had a nice palatable bitterness to it, something like orange zest, with a nice acidity. The citrus notes are present from start to finish, and strengthen as the drink cools. It would be interesting to see how this works as an iced coffee! ",3.5,1779,3.0,3.0,3.0,1.0,2019-07-29 14:24:36.997,2019-07-29 14:24:36.997
642,"I love dark roasts that are not burnt or oily, Gotham is incredible, packs a mountain of flavor without any burnt taste.",5.0,678,4.0,4.0,2.0,5.0,2019-07-29 15:35:49.170,2019-07-29 15:35:49.170
643,"",5.0,2029,0.0,0.0,0.0,0.0,2019-07-29 15:59:15.352,2019-07-29 15:59:15.352
644,"This coffee hits with a sharp acidity, juicy mouthfeel and strong floral and honey linger that shifts to a chocolate. I’ve experimented with a few recipes and I’ve found that 1:16 at 3:00 seems to give the best results so far. Brewed in a V60 at 94c",3.5,1772,4.0,4.0,3.0,4.0,2019-07-29 18:55:37.598,2019-07-29 18:55:37.598
645,One of the best if not the best coffee I’ve tried so far. Incredibles aromas in the cup! Thanks nomad for that,5.0,2053,3.0,4.0,4.0,4.0,2019-07-29 21:33:23.588,2019-07-29 21:33:23.588
646,I love Tres Fincas! It was my first pour over coffee and I will keep on having this as my go-to cup!,5.0,2043,3.0,2.0,4.0,3.0,2019-07-29 21:35:46.536,2019-07-29 21:35:46.536
647,"",5.0,1927,3.0,4.0,5.0,2.0,2019-07-30 08:15:00.581,2019-07-30 08:15:00.581
648,Very special ,5.0,1757,4.0,3.0,4.0,3.0,2019-07-31 14:40:06.996,2019-08-02 05:35:36.396
649,Really fruity. Comes great in Chemex and espresso. Punchy enough for lattes and cappuccinos.,3.5,743,3.0,2.0,4.0,2.0,2019-08-01 13:18:25.826,2019-08-01 13:18:25.826
650,"",4.5,1875,0.0,0.0,0.0,0.0,2019-08-01 13:19:39.450,2019-08-01 13:19:39.450
651,"",5.0,1760,2.0,4.0,5.0,3.0,2019-08-01 15:45:51.775,2019-08-01 15:45:51.775
652,"An amazing, fruity, well balanced coffee. One of the best",5.0,1246,0.0,0.0,0.0,0.0,2019-08-01 16:50:36.292,2019-08-01 16:50:36.292
653,"",3.5,192,0.0,0.0,0.0,0.0,2019-08-01 16:59:50.063,2019-08-01 16:59:50.063
654,"",4.0,1772,3.0,4.0,4.0,4.0,2019-08-01 18:21:18.852,2019-08-01 18:21:18.852
655,"",4.0,1250,4.0,2.0,4.0,4.0,2019-08-01 19:08:08.639,2019-08-01 19:08:08.639
656,"Fresh fresh melon
",3.5,1729,2.0,2.0,3.0,3.0,2019-08-02 10:05:09.119,2019-08-02 10:10:03.581
657,Refreshing coffee,4.0,1793,2.0,3.0,3.0,3.0,2019-08-02 14:39:00.774,2019-08-02 14:54:59.656
658,"Wonderfully balanced cup! 

Brewed on a moccamaster 45g/760ml ",4.5,1709,3.0,3.0,3.0,4.0,2019-08-03 15:06:13.079,2019-08-03 15:06:13.079
659,"",4.0,1923,4.0,4.0,5.0,3.0,2019-08-04 07:44:22.009,2019-08-04 07:44:22.009
660,Good coffee,4.0,1794,3.0,4.0,4.0,3.0,2019-08-04 11:22:55.834,2019-08-04 11:23:17.140
661,"",5.0,1981,3.0,5.0,3.0,3.0,2019-08-05 01:10:22.948,2019-08-05 01:10:22.948
662,"",5.0,1980,3.0,4.0,5.0,4.0,2019-08-05 01:13:43.268,2019-08-05 01:13:43.268
663,"",4.0,1977,3.0,4.0,3.0,4.0,2019-08-05 01:16:53.400,2019-08-05 01:16:53.400
664,"",4.0,1976,3.0,5.0,3.0,4.0,2019-08-05 01:18:52.088,2019-08-05 01:18:52.088
665,"",4.0,1970,4.0,3.0,4.0,5.0,2019-08-05 01:21:43.073,2019-08-05 01:21:43.073
666,"One of my favourite South American coffees to date. I love a coffee that harmonizes acidity and richer, earthier notes. I think Kaito nailed it with this one. It packs such a nice punch of red berry and bergamot at the front and smoothly transitions to a bitter sweet chocolate finish with a hint of brown sugar.

I’ve been really, really enjoying this as a double shot of espresso. Doing 17.5g in and 42g out @ ~30s on my Breville Barista Express. The complexity really shines I find.

In a V60 over you get a really buttery mouth feel and the acidity blends very cleanly with the chocolate notes, almost perfectly. There’s a bit of a buttered popcorn vibe to it as it cools, which I quite enjoyed. It’s still vibrant but if you’re looking for something a bit more in your face, highly recommended as an espresso shot.",4.5,1843,4.0,4.0,2.0,3.0,2019-08-05 13:24:11.259,2019-08-05 13:24:11.259
667,"",3.5,1752,4.0,3.0,5.0,4.0,2019-08-05 20:14:16.303,2019-08-05 20:14:16.303
668,Complex sweet coffee that resembles strawberry jam with the hint of vanilla and dried cherries. ,5.0,2053,4.0,4.0,4.0,4.0,2019-08-05 20:16:26.909,2019-08-05 20:16:26.909
669,"One of the sweetest, most unbelievably juicy coffees I’ve ever cupped! It was Turkish delight and juicy berries and dark chocolate all at once. ",5.0,1866,3.0,2.0,5.0,3.0,2019-08-05 21:06:41.941,2019-08-05 21:06:41.941
670,"Wow; any person that wants to enjoy; feel and taste what a Specialty Coffee should taste like must try this.

Show starts from the aroma once the bag is opened; definitely a show stopper!!",5.0,1866,5.0,3.0,5.0,5.0,2019-08-05 21:10:47.020,2019-08-05 21:10:47.020
671,"",4.0,1759,2.0,3.0,3.0,5.0,2019-08-05 21:15:36.917,2019-08-05 21:15:36.917
672,"",4.5,361,0.0,0.0,0.0,0.0,2019-08-06 07:57:18.765,2019-08-06 07:57:18.765
673,"Solid Brazilian, comforting and exactly what you expect it to be",3.5,1698,4.0,2.0,3.0,3.0,2019-08-06 17:53:33.355,2019-08-06 17:53:42.511
674,Bright and spicy coffee! ,4.0,1235,3.0,5.0,3.0,4.0,2019-08-06 17:54:38.305,2019-08-06 17:54:38.305
675,Nice natural processed Kenya that seemed a bit too dirty for my taste. ,3.5,1929,4.0,3.0,3.0,3.0,2019-08-06 17:59:10.091,2019-08-06 17:59:10.091
676,Bright and sweet lime/red currant Kenya! ,4.0,1928,3.0,5.0,4.0,5.0,2019-08-06 18:02:45.253,2019-08-06 18:02:45.253
677,Very like,5.0,1183,4.0,4.0,5.0,4.0,2019-08-07 05:10:20.366,2019-08-07 05:10:20.366
678,Good coffee,4.0,1791,2.0,2.0,3.0,3.0,2019-08-07 11:03:36.499,2019-08-07 11:03:36.499
679,"",5.0,2142,4.0,2.0,4.0,3.0,2019-08-07 14:59:00.273,2019-08-07 14:59:00.273
680,"Solid comforting coffe, tastes like an old fashioned apple pie",4.0,2152,4.0,3.0,4.0,3.0,2019-08-07 20:13:46.534,2019-08-07 20:13:58.867
681,"",5.0,1773,2.0,2.0,4.0,4.0,2019-08-09 05:37:58.778,2019-08-09 05:37:58.778
682,"",5.0,1772,1.0,2.0,4.0,4.0,2019-08-09 05:38:25.407,2019-08-09 05:38:25.407
683,"A solid all arounder from Luna. I struggled with the greenish vegetal note in cupping, but dialing in brew or two, it really struck me as ""hoppy"", in the way it combines greenness with florality, citrus notes and balanced acidity and bitterness. ",4.0,1741,3.0,3.0,4.0,3.0,2019-08-09 15:00:34.556,2019-08-09 15:00:34.556
684,"well balance, sweet, nice fruit acidité ",5.0,2134,3.0,4.0,4.0,2.0,2019-08-09 18:12:39.979,2019-08-09 18:12:39.979
685,Very high in sweetness with pleasant acidity and more body than I would have expected. No bitterness whatsoever. ,4.5,2085,3.0,5.0,5.0,4.0,2019-08-10 08:16:38.088,2019-08-10 08:16:38.088
686,"First pour over so far, Kalita 155 13.5 -> 201 at 2:45 and pretty much what it says on the tin. Can't wait for espresso",4.5,1982,3.0,4.0,3.0,3.0,2019-08-10 15:50:55.605,2019-08-10 15:50:55.605
687,"",4.5,2149,3.0,4.0,5.0,4.0,2019-08-11 12:31:47.558,2019-08-11 12:31:47.558
688,"",5.0,2143,4.0,4.0,5.0,5.0,2019-08-11 12:32:21.902,2019-08-11 12:32:21.902
689,"",4.5,2139,4.0,3.0,4.0,5.0,2019-08-11 12:32:52.195,2019-08-11 12:32:52.195
690,Soooooo goood !,5.0,2009,4.0,4.0,5.0,3.0,2019-08-11 13:49:18.664,2019-08-11 13:49:18.664
691,"This coffee is in our top 5 from Sqiare Mile!
",5.0,362,4.0,4.0,4.0,3.0,2019-08-11 22:34:58.146,2019-08-11 22:34:58.146
692,Made it with Yama tower. Very fruity first taste which turned chocolatey quickly. Next time I’d adjust to get more of the fruit. ,4.5,1776,0.0,0.0,0.0,0.0,2019-08-12 15:07:03.044,2019-08-12 15:07:03.044
693,"A little darker than I’m looking for typically, especially for filter. Very little brightness in the cup, mostly on the classic side with a tail end of toast as a pour over. However, as a flat white, the richer, chocolaty notes play nicely with the milk.

Would recommend if you’re looking for a classic profile in a single origin.",3.0,1833,3.0,2.0,2.0,3.0,2019-08-13 17:44:06.669,2019-08-13 17:44:06.669
694,"An amazing, well balanced coffee. Really great in espresso. No so light roast, but enough to savour all the flavours.",5.0,2046,4.0,2.0,4.0,0.0,2019-08-13 23:52:14.673,2019-08-13 23:55:10.610
695,"",4.0,354,4.0,1.0,5.0,3.0,2019-08-14 07:40:16.335,2019-08-14 07:40:16.335
696,"",4.5,1681,2.0,4.0,3.0,3.0,2019-08-14 07:47:03.876,2019-08-14 07:47:03.876
697,"V60 at Phin. Very enjoyable, sweet and delicate washed. ",4.0,2122,3.0,2.0,4.0,3.0,2019-08-15 16:27:22.357,2019-08-15 16:27:22.357
698,"Has a nice punch to it. Definitely more on the developed side but still offers some brightness. Ends on a chocolate and brown sugar note.

Enjoyed at Odessa in Montreal.",3.5,1841,3.0,5.0,2.0,3.0,2019-08-16 12:50:30.466,2019-08-16 12:50:30.466
699,"This coffee was extremely complex. Each sip there was something new to explore. Lots of sweetness with a crisp, clean acidity bordering on effervescent. Body was tea-like. Sweetness reminded me of simple syrup with notes of stone fruit, citrus, & gentle florals. ",5.0,2027,2.0,4.0,4.0,3.0,2019-08-16 22:48:25.906,2019-08-16 22:48:25.906
700,Quite a nice medley of different flavours! Very floral but still has a nice chocolate finish. Enjoyed on batch brew @ Cafe DAX in Montreal.,3.5,2122,3.0,4.0,3.0,3.0,2019-08-17 14:17:09.047,2019-08-17 14:17:09.047
701,"",5.0,1794,2.0,5.0,5.0,3.0,2019-08-18 09:11:17.832,2019-08-18 09:11:17.832
702,"",5.0,1928,2.0,5.0,5.0,2.0,2019-08-18 09:12:11.696,2019-08-18 09:12:11.696
703,What appears to have been a bypass variation V60 at show & tell. Very much as advertised (the packaging has different tasting notes than noted here). Very nice berry note with traditional Colombian character ,4.5,1926,3.0,3.0,4.0,4.0,2019-08-18 15:42:30.986,2019-08-18 15:42:30.986
704,Amazing anaerobic coffee. Loads of strawberry jam and cinnamon. Really great on V60.,4.0,2230,3.0,4.0,3.0,3.0,2019-08-19 12:48:18.410,2019-08-19 13:02:04.431
705,"This makes for an excellent first thing in the morning cup. Loads of comforting marshmallow and bittersweet chocolate while it’s still warm. As it cools it gets a little herby and moves towards a black-tea like flavour and mouthfeel, while still keeping the roundness of the marshmallow. The bittersweet chocolate takes on an almost brown sugar like feel when it cools.

Enjoyed as a V60 @ Cafe Lali.",3.5,1884,3.0,1.0,3.0,4.0,2019-08-19 13:27:49.984,2019-08-19 13:28:19.898
706,Truly lives up to the name. Blended it with nicely textured milk and had it tasting like Haagen Dazs coffee ice cream.,5.0,1499,3.0,2.0,3.0,2.0,2019-08-19 23:16:35.306,2019-08-19 23:16:35.306
707,"",4.0,1783,4.0,4.0,4.0,3.0,2019-08-20 08:32:09.729,2019-08-20 08:32:09.729
708,"",4.5,1571,2.0,2.0,3.0,2.0,2019-08-20 09:45:47.494,2019-08-20 09:45:47.494
709,"Loved this coffee in espresso! A really well balanced cup with the right amount of acidity and deeper, richer notes. If you’re looking for something easy with a bit of pop, this’ll be a great purchase.",4.0,1954,3.0,3.0,4.0,2.0,2019-08-22 13:20:29.852,2019-08-22 13:20:29.852
710,"",4.0,1783,4.0,3.0,5.0,3.0,2019-08-23 12:23:07.117,2019-08-23 12:30:03.623
711,"A nice solid Colombian offering. Very much a heavy maple syrup note with a lovely tamarind and dark chocolate backing. As it cooled the black tea-like qualities became more apparent.

Enjoyed as a V60: 1:16 (20g:320ml), total time 3:15, temp 100c using James Hoffman’s V60 recipe.",3.5,1618,4.0,2.0,3.0,3.0,2019-08-23 14:58:24.615,2019-08-23 14:58:24.615
712,One of my favorite consistent coffees to use for espresso!,5.0,2072,0.0,0.0,0.0,0.0,2019-08-23 15:10:48.388,2019-08-23 15:10:48.388
713,Very delicate and floral,4.5,1920,4.0,3.0,2.0,0.0,2019-08-23 21:13:45.868,2019-08-23 21:13:45.868
714,"",5.0,1397,0.0,0.0,0.0,0.0,2019-08-23 21:44:57.964,2019-08-23 21:44:57.964
715,"",5.0,2082,3.0,4.0,3.0,4.0,2019-08-24 08:03:04.221,2019-08-24 08:03:04.221
716,"A nice, explosive Kenyan coffee! Considering it’s a dry processed coffee it’s very clean. A great tea-like quality to it on the mouth feel and tail end alongside a molasses like note. 

Brewed in a V60 @ 1:16 (28g : 448ml), 4:15 total brew at 100c. Brewed using James Hoffman’s recipe. ",4.0,1929,2.0,4.0,3.0,2.0,2019-08-24 19:01:05.282,2019-08-24 19:01:05.282
717,"Beautiful coffee! You'll taste exactly what they are promising on the packaging. Eucaliptus, rosemary and sweet mint. Rare coffee, super satisfying, beautiful. ",5.0,2054,3.0,4.0,3.0,5.0,2019-08-24 23:26:44.888,2019-08-24 23:26:44.888
718,So good. One of my favorites across many roasters. Grape soda. Sweet. Seemed a bit effervescent. Sad to see the last cup go. ,5.0,1765,0.0,0.0,0.0,0.0,2019-08-25 20:00:32.020,2019-08-25 20:00:32.020
719,"",3.0,2101,0.0,0.0,0.0,0.0,2019-08-27 15:11:03.610,2019-08-27 15:11:03.610
720,"",4.0,128,0.0,0.0,0.0,0.0,2019-08-27 20:00:07.872,2019-08-27 20:00:07.872
721,"Such a wonderful, juicy mouthfeel with a very herbal / tea-like flavour to it. Awesome combination. Very well balanced.

Brewed as a V60, 1:16 (18g : 288ml), 2:50 total time, 100c water, brewed using James Hoffman’s recipe.",4.0,1952,4.0,2.0,4.0,3.0,2019-08-28 20:28:15.950,2019-08-28 20:28:15.950
722,"",4.5,2266,3.0,4.0,4.0,4.0,2019-08-29 07:58:20.980,2019-09-10 17:08:58.650
723,"",4.0,1542,0.0,0.0,0.0,0.0,2019-08-29 11:21:47.066,2019-08-29 11:21:47.066
724,"Very acidic and fruity on the espresso side. 
Drip was a lot more balanced and earthy. Smell is homey, if baked chocolate pastries.",4.0,1133,3.0,4.0,3.0,2.0,2019-08-29 11:26:49.722,2019-08-29 11:26:49.722
725,"The aroma on this coffee immediately made me think of fruity pebbles cereal! The second the water hit the dry coffee bed, I got a whiff of that sweet, sugary goodness.

The flavour is very much inline with the aroma, though it turns into a fermented fruity pebble. Definitely a mix of wine and dried fruit, with a tail end of almond/marzipan and darker chocolate.

I’m kind of surprised at how toned town the acidity is considering it’s a carbonic process. Well balanced and fairly intricate. 🙌

Brewed on a V60 using James Hoffman’s recipe.

1:16 (20g : 320ml), 2:50 brew time, 100c water.",4.0,1747,4.0,2.0,2.0,4.0,2019-08-29 18:58:34.164,2019-08-29 18:58:34.164
726,"Even though this is the white, there is plenty of development to this coffee. Struggled a bit with over extraction, but this drinks really well in a stronger brew ratio. Very sweet and sugary, med-low acidity but very nice fruity character when cooler. Roast is probably appropriate for spro, will prepare one.",4.0,2292,4.0,3.0,5.0,3.0,2019-08-30 14:54:45.827,2019-08-30 14:54:45.827
727,"This coffee was nice and surprisingly clean for a natural. It had a general fruitiness that I enjoyed, but I couldn’t pinpoint any particular flavour notes (might have boiled the water too hot). It had a bit of a light tea-like note which I also enjoyed.",3.0,1593,2.0,1.0,3.0,2.0,2019-08-31 16:56:10.187,2019-08-31 16:56:54.298
728,"",3.5,1502,0.0,0.0,0.0,0.0,2019-09-01 13:28:55.615,2019-09-01 13:28:55.615
729,Came out better in chemex or v60 than espresso. Very very nice though,4.0,1397,0.0,0.0,0.0,0.0,2019-09-03 03:29:00.186,2019-09-03 03:29:00.186
730,"A bit classic for my taste, but still very coffee there.",3.5,2318,0.0,0.0,0.0,0.0,2019-09-03 03:32:19.750,2019-09-03 03:32:19.750
731,The best from 49th in my opinion. Great in pour overs (chemex or v60) and also in espresso. Strong enough to cut trough milk base coffees.,3.5,2066,0.0,0.0,0.0,0.0,2019-09-03 03:36:59.926,2019-09-03 03:36:59.926
732,"A bit too classic for my taste, but still a very decent cup.",3.0,1516,0.0,0.0,0.0,0.0,2019-09-03 03:39:56.513,2019-09-03 03:39:56.513
733,"",5.0,2163,2.0,2.0,3.0,2.0,2019-09-03 23:20:29.371,2019-09-03 23:20:29.371
734,"",4.0,1929,3.0,2.0,3.0,3.0,2019-09-03 23:22:13.546,2019-09-05 03:28:49.809
735,"",5.0,2230,2.0,4.0,5.0,3.0,2019-09-04 13:53:38.480,2019-09-04 13:53:38.480
736,"",4.0,2368,3.0,1.0,4.0,4.0,2019-09-04 23:30:08.646,2019-09-04 23:30:08.646
737,"",4.0,2376,2.0,2.0,3.0,2.0,2019-09-05 02:49:53.453,2019-09-05 02:49:53.453
738,"",5.0,2319,0.0,0.0,0.0,0.0,2019-09-06 03:52:27.128,2019-09-06 03:52:27.128
739,"",5.0,2250,0.0,0.0,0.0,0.0,2019-09-06 03:52:37.736,2019-09-06 03:52:37.736
740,"",4.5,1707,0.0,0.0,0.0,0.0,2019-09-06 03:52:57.951,2019-09-06 03:52:57.951
741,"",5.0,1542,0.0,0.0,0.0,0.0,2019-09-06 03:53:23.501,2019-09-06 03:53:23.501
742,"",3.0,1950,1.0,3.0,2.0,4.0,2019-09-07 13:57:19.746,2019-09-07 13:57:19.746
743,Delicate describes this coffee very well. At least in V60. The beans were older and yet still good. ,4.0,1988,2.0,1.0,2.0,1.0,2019-09-07 14:38:29.804,2019-09-07 14:40:29.859
744,"",3.0,2133,3.0,3.0,3.0,2.0,2019-09-07 17:49:58.436,2019-09-07 17:49:58.436
745,"",4.0,2230,3.0,1.0,3.0,4.0,2019-09-08 14:58:45.420,2019-09-08 14:58:45.420
746,"",5.0,2130,4.0,3.0,4.0,4.0,2019-09-09 18:46:58.252,2019-09-09 18:46:58.252
747,"",4.0,1291,2.0,3.0,3.0,4.0,2019-09-09 19:08:52.837,2019-09-09 19:08:52.837
748,"",3.5,2452,2.0,5.0,3.0,5.0,2019-09-10 17:07:52.142,2019-09-10 17:07:52.142
749,"",3.5,1920,2.0,2.0,3.0,3.0,2019-09-11 12:53:31.731,2019-09-11 12:53:31.731
750,"",4.0,2482,3.0,2.0,3.0,3.0,2019-09-13 05:39:09.749,2019-09-13 05:39:09.749
751,"",4.5,2157,4.0,2.0,4.0,4.0,2019-09-13 05:39:53.987,2019-09-13 05:39:53.987
752,"This coffee has a lot of really nice desirable flavours. I really liked the acidity, it was nice and snappy. There were still some vegetal notes, but they were not very overpowering. Overall it was still a nice coffee!",3.0,1843,3.0,4.0,3.0,2.0,2019-09-13 16:12:12.289,2019-09-14 20:34:29.241
753,"",4.0,1920,4.0,4.0,3.0,3.0,2019-09-13 19:03:12.123,2019-09-13 19:03:12.123
754,"",5.0,2475,3.0,2.0,3.0,3.0,2019-09-13 21:41:37.192,2019-09-13 21:41:37.192
755,"",5.0,1291,4.0,5.0,5.0,3.0,2019-09-14 00:52:33.111,2019-09-14 00:52:33.111
756,"",5.0,2407,5.0,4.0,5.0,5.0,2019-09-14 00:55:05.449,2019-09-14 00:55:05.449
757,"Excellent gesha, naturally processed and unique notes as it cools",5.0,2014,2.0,2.0,3.0,3.0,2019-09-15 13:25:40.984,2019-09-15 13:25:40.984
758,"",4.5,1291,4.0,5.0,3.0,4.0,2019-09-16 01:03:25.081,2019-09-16 01:03:25.081
759,"This is so much pistachio and oats is crazy, (2 taste notes that need to be added to the list)",4.0,2239,3.0,1.0,1.0,1.0,2019-09-16 12:49:45.684,2019-09-16 12:49:45.684
760,Truly unique experience to trying this Chinese Yunnan offering at Rabbithole. This coffee is so sweet and perfect for an espresso! ,5.0,1291,3.0,4.0,5.0,3.0,2019-09-16 15:12:27.637,2019-09-16 15:12:27.637
761,"This coffee was deliciously juicy! It tasted like a juicy, rich raspberry tea. I brewed it as a kalita wave, and can’t wait to try it again over ice!",4.5,505,2.0,2.0,5.0,3.0,2019-09-16 22:48:03.201,2019-09-16 22:48:03.201
762,"",4.0,2232,4.0,3.0,2.0,2.0,2019-09-17 12:37:22.333,2019-09-17 12:37:22.333
763,A pure explosion of Jasmine! ,5.0,242,3.0,4.0,5.0,4.0,2019-09-18 20:18:06.619,2019-09-18 20:18:06.619
764,"Full body, balanced by light notes of nutmeg. Good in espresso, better as an Americano, but my favorite is on the V60",3.5,2540,3.0,2.0,2.0,3.0,2019-09-20 16:54:00.890,2019-09-20 16:54:00.890
765,"",1.0,2533,1.0,1.0,1.0,1.0,2019-09-23 18:40:56.959,2019-09-23 18:40:56.959
766,"A solid Nicaraguan offering with an awesome tealike quality. Subtle acidity with a nice tail of dark chocolate as it finishes. Definitely holds up well when cooled.

Brewed in a V60 using the Hoffman recipe. 16g : 280ml (1:17.5), 60ml bloom for 45s, total draw time 3:05.",3.0,2443,2.0,3.0,2.0,4.0,2019-09-25 14:10:00.363,2019-09-25 14:10:00.363
